,0,1,2,3,4,5,6,7,8,9,10,11
488,487,HS:43074, Govt. B H S S Karamana ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  5 - 12,04712343529 ,  ,Location map
489,488,HS:43075, Govt. H. S. Pappanamcode ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  5 - 10,04712494307 ,  ,Location map
490,489,HS:43076, Govt. G. H. S. S. Karamana ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  5 - 12,2343571 ,  ,Location map
491,490,HS:43077, M. M. R. H. S. S. Neeramankara ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,04712490969 ,  ,Not Available
492,491,HS:43078, Govt. H. S. S. Punnamoodu ,Nemom,Thiruvananthapuram(P),"Thiruvananthapuram
",Kovalam,Government,  1 - 12,04712400486 ,  ,Location map
493,492,HS:43079, Govt. High School Chalai ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  5 - 10,04712456618 ,  ,Location map
494,493,HS:43080, Govt. Model H. S. S. For Boys Chalai ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  5 - 12,04712475072 ,  ,Location map
495,494,HS:43081, Govt. Tamil V. And H. S. S. Chalai ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  5 - 12,04712476772 ,  ,Location map
496,495,HS:43082, Govt. Central H. S. Attakulangara ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  5 - 10,04712474418 ,  ,Location map
497,496,HS:43083, S. M. V. Model H. S. S. Thiruvananthapuram ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  5 - 12,04712330395 ,  ,Location map
498,497,HS:43084, Govt. Model B. H. S. S. Thycaud ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  5 - 12,04712323641 ,  ,Location map
499,498,HS:43085, Govt. Girls H. S. S. Cottonhill ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  5 - 12,04712729591 ,  ,Location map
500,499,HS:43086, Carmel E. M. Girls H. S. S. Vazhuthacaud ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,2337025 ,  ,Not Available
501,500,HS:43087, A M H S S Thirumala ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Aided,  5 - 12,04712352179 ,  ,Location map
502,501,HS:43088, C. M. G. H. S. Poojappura ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Aided,  5 - 12,04712351132 ,  ,Location map
503,502,HS:43089, Chinmaya Vidyalayam Vazhuthacaud ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,04712724136 ,  ,Not Available
504,503,HS:43090, Govt. High School Jagathy ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 -10,04712326498 ,  ,Location map
505,504,HS:43091," Dr.AMMRHSS for Girls, Kattela         ",,Thiruvananthapuram(C),"Thiruvananthapuram
",Kazhakkoottam,Government,  5 - 12,04712597900 ,  ,Location map
506,505,HS:43092, New Indian Model School Dubai UAE ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,042824313 ,  ,Not Available
507,506,HS:43093, The New Indian Model School Sharjah ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,065228035 ,  ,Not Available
508,507,HS:43094," New Indian H S S Ras Al Khaimah, U.A.E ",,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,0097172283886 ,  ,Not Available
509,508,HS:43095, Gulf Model School Dubai U A E ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,042544222 ,  ,Not Available
510,509,HS:43096," The English School, Umm Al Quwain ",,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,0097167649799 ,  ,Not Available
511,510,HS:43097, The Indian School Fujairah U A E ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,0097192223441 ,  ,Not Available
512,511,HS:43098, The Model School Abu Dhabi U A E ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,0097125527200 ,  ,Not Available
513,512,HS:43101, M E S Indian School Doha Qatar ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  8 - 12,0097444572888 ,  ,Not Available
514,513,HS:43102," New Indian Model School  Al Ain,  U A E ",,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,97137811882 ,  ,Not Available
515,514,HS:43103, The New Indian School Umm Al Quwain  ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 -10,+97167666965 ,  ,Not Available
516,515,HS:43107, Cordova English Medium H. S. S. Ambalathara ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 12,04712383839 ,  ,Not Available
517,516,HS:43109, S A M Govt M R S S Vellayani ,Nemom,Thiruvananthapuram(P),"Thiruvananthapuram
",Kovalam,Government,  5 - 12,04712381601 ,  ,Location map
518,517,HS:43110, Moulana Azad H. S. Channankara ,Kazhakuttom,Thiruvananthapuram(P),"Attingal *
",Chirayinkeezhu,Unaided Recognised,  1 -10,2751594 ,  ,Not Available
519,518,HS:43111, N. S. S. H. S. S. Kesavadasapuram ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Aided,  8 - 12,04712542298 ,  ,Location map
520,519,HS:43112, Mary Giri E. M. H. S. Kudappanakkunnu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Unaided Recognised,  8 - 10,04712732724 ,  ,Not Available
521,520,HS:43113, Thunchan Smaraka English Medium  H.S Ayranimuttom ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Unaided Recognised,  1 -10,2457479 ,  ,Not Available
522,521,UP:43114, Govt. School For Blind Jagathy ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,2328184 ,  ,Not Available
523,522,LP:43116, Govt. T. T. I. Manacaud ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 4,04712473407 ,  ,Location map
524,523,LP:43117, St. Roch`s T. T. I. Thope ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Aided,  1 - 4,04712505068 ,  ,Location map
525,524,HS:43137, MYSTICAL ROSE SCHOOL ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 -10,04712500457 ,  ,Not Available
526,525,HS:43138," CRD School,LMS Compound, Thiruvananthapuram ",,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Aided,  1 - 12,04712316724 ,  ,Not Available
527,526,LP:43201, Govt. L. P. S. Aramada ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 4,9497470313 ,  ,Location map
528,527,LP:43202, Govt. L. P. S. Tamil Chalai ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 4,8281937015 ,  ,Location map
529,528,LP:43203, Govt. L. P. S. Cotton Hill ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 4,04712721971 ,  ,Location map
530,529,LP:43204, Govt. H. S. L. P. S. Karamana ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 4,7356467271 ,  ,Location map
531,530,LP:43205, Govt. Model H. S. L. P. S. Thycaud ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 4,04712327657 ,  ,Location map
532,531,LP:43206, Govt. S. S. L. P. S. Karamana ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 4,9447698660 ,  ,Location map
533,532,LP:43207, Govt. W. L. P. S. Koliacode ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 4,9526344284 ,  ,Location map
534,533,LP:43208, Govt. L. P. S. Kunnapuzha ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 4,9288958838 ,  ,Location map
535,534,LP:43209, Govt. L. P. S. Mankad ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 4,9495409696 ,  ,Location map
536,535,LP:43210, Govt. L. P. S. Mudavanmukal ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 4,04712352211 ,  ,Location map
537,536,LP:43211, Govt. H. S. L. P. S. Papanamcode ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 4,9497759183 ,  ,Location map
538,537,LP:43212, Govt. L. P. S. Sasthamangalam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 4,2316177 ,  ,Location map
539,538,LP:43213, Govt. L. P. S. Trivikramangalam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 4,9495020204 ,  ,Location map
540,539,LP:43214, Govt. L. P. S. Thiruvallom ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 4,9495482874 ,  ,Location map
541,540,LP:43215, Govt. L. P. S. Thycadu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 4,9495904071 ,  ,Location map
542,541,LP:43216, Govt. L. P. S. Valiasala ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 4,9497848248 ,  ,Location map
543,542,LP:43217, Govt. L. P. S. Valiathura ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 4,9048334658 ,  ,Location map
544,543,LP:43218, M. S. C. L. P. S. Ponnumangalam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Aided,  1 - 4,9388570731 ,  ,Location map
545,544,LP:43219, St. Antony`s L. P. S. Poozhikunnu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Aided,  1 - 4,940096143 ,  ,Location map
546,545,LP:43220, B. N. V. L. P. S. Punchakkari ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Aided,  1 - 4,9526406444 ,  ,Not Available
547,546,LP:43221, M.S.C. L. P. S. Thrivikramangalam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Aided,  1 - 4,9446100828 ,  ,Not Available
548,547,LP:43222, S. A. L. P. S. Kakamoola ,Nemom,Thiruvananthapuram(P),"Thiruvananthapuram
",Kovalam,Aided,  1 - 4,9495628237 ,  ,Not Available
549,548,LP:43223, R. C. L. P. S. Kalliyil ,Nemom,Thiruvananthapuram(P),"Thiruvananthapuram
",Kovalam,Aided,  1 - 4,8921897289 ,  ,Location map
550,549,LP:43224, L. M. S. L. P. S. Kudumpanoor ,Nemom,Thiruvananthapuram(P),"Thiruvananthapuram
",Kovalam,Aided,  1 - 4,9495655767 ,  ,Location map
551,550,LP:43225, Holycross L. P. S. Palappoor ,Nemom,Thiruvananthapuram(P),"Thiruvananthapuram
",Kovalam,Aided,  1 - 4,9446039493 ,  ,Location map
552,551,LP:43226, M. S. C. L. P. S. Vellayani ,Nemom,Thiruvananthapuram(P),"Thiruvananthapuram
",Kovalam,Aided,  1 - 4,9447768908 ,  ,Location map
553,552,LP:43227, A. N. S. M. E. M. L. P. S Thiruvallom ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Unaided Recognised,  1 - 4,9539384261 ,  ,Not Available
554,553,LP:43228, St. Antony`s L. P. S. Vallakadavu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 4,04712506327 ,  ,Not Available
555,554,LP:43229, Roy Kintergaraden And L. P. S. Thirumala ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Unaided Recognised,  1 - 4,04712351456 ,  ,Not Available
556,555,UP:43230, Tolstoy Memorial Public School Shanthivila ,Nemom,Thiruvananthapuram(P),"Thiruvananthapuram
",Kovalam,Unaided Recognised,  1 - 7,04712390876 ,  ,Not Available
557,556,LP:43231, Govt. L. P. S. Kanjirampara ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 5,9495629843 ,  ,Location map
558,557,LP:43232, Govt. L. P. S. Kuriyathi ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 5,9497759183 ,  ,Location map
559,558,LP:43233, Govt. L. P. S. Mettukkada ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 5,04712323433 ,  ,Location map
560,559,LP:43234, Govt. L. P. S. Pachalloor ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 5,9495377164 ,  ,Location map
561,560,LP:43235, Govt. W. L. P. S. Panathura ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 4,9496409356 ,  ,Location map
562,561,LP:43236, Govt. L. P. S. Pangode ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 5,8281189034 ,  ,Location map
563,562,LP:43237, Govt. L. P. S. Poonkulam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 5,04712488919 ,  ,Location map
564,563,LP:43238, Govt. M. N. L. P. S. Vellayani ,Nemom,Thiruvananthapuram(P),"Thiruvananthapuram
",Kovalam,Government,  1 - 5,9037629526 ,  ,Location map
565,564,UP:43239, Govt.U. P. S. Ambalathara ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 7,04712381644 ,  ,Location map
566,565,UP:43240, Govt. U. P. S. Beemapally ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,04712507123 ,  ,Location map
567,566,UP:43241, Govt. U. P. S. Chalai ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,04712477363 ,  ,Location map
568,567,UP:43242, Govt. U. P. S. Fort ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,8078085601 ,  ,Location map
569,568,UP:43243, Govt. U. P. S. Poojappura ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 7,9447318608 ,  ,Location map
570,569,UP:43244, Govt. U. P. S. Karumom ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 7,2492419 ,  ,Location map
571,570,UP:43245, Govt. U. P. S. Konchiravila ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 7,04712462536 ,  ,Location map
572,571,UP:43246, Govt. U. P. S. Nedumcadu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Government,  1 - 7,04712346365 ,  ,Location map
573,572,UP:43247, Govt. U. P. S. Sreeveraham ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,9446082895 ,  ,Location map
574,573,UP:43248, Govt. U. P. S. Thirumala ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 7,04712368487 ,  ,Location map
575,574,UP:43249, Govt. U. P. S. Valiayathura ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,9495200866 ,  ,Location map
576,575,UP:43250, Govt. U. P. S. Kulasekharam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 7,04712363681 ,  ,Location map
577,576,UP:43251, Sree Maruthi Ram Vidya Mandir ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Unaided Recognised,  1 - 7,04712349652 ,  ,Not Available
578,577,UP:43252, P. S. M. U. P. S. Muttathara ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,9567697434 ,  ,Location map
579,578,UP:43253, S. S. D. Sisuvihar U. P. S. Vazhuthacaud ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Aided,  1 - 7,04712723374 ,  ,Location map
580,579,UP:43254, New U. P. S. Santhivila ,Nemom,Thiruvananthapuram(P),"Thiruvananthapuram
",Kovalam,Aided,  1 - 7,04712391144 ,  ,Location map
581,580,UP:43255, Sreevidhyadhi Raja Vidhyalayam Kalippankulam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 7,04712451095 ,  ,Not Available
582,581,UP:43256, Muslim Association Model U. P. S. Thycadu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 7,2329259 ,  ,Not Available
583,582,UP:43257, S. V. M. U. P. S. Koliyakode Nemom ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Unaided Recognised,  5 -7,9400891985 ,  ,Not Available
584,583,HS:43258, Little Flower Convent School Vellayani ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 -10,04712390646 ,  ,Not Available
585,584,UP:43259, St. Marys U. P. S. Narippil Pappanamcode ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 7,2490407 ,  ,Not Available
586,585,HS:43260, Mar Gregorios E. M. H. S. ,Nemom,Thiruvananthapuram(P),"Thiruvananthapuram
",Kovalam,Unaided Recognised,  1 -10,04712391564 ,  ,Not Available
587,586,UP:43261, St. Antonys U. P. S. Karakkamandapam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 7,04712491074 ,  ,Not Available
588,587,UP:43262, J. V. E. M. School Konchiravila ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Nemom,Unaided Recognised,  1 - 7,2457360 ,  ,Not Available
589,588,UP:43264, St. Johnes U. P. S. Anchamada ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Aided,  5 -7,04712361377 ,  ,Location map
590,589,HS:43266," DCMR,Murinjapalam ",,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Aided,  1 - 12,04712449408 ,  ,Not Available
591,590,LP:43267," Rotary Institute for Children in Need of Special Care, Vazhuthacaud ",,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Aided,  1 - 4,04712318214 ,  ,Not Available
592,591,HS:43270," Govt. V. H. S. S. for the Deaf, Jagathy ",,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 12,04712325717 ,  ,Not Available
593,592,HS:43280," CORDOVA PUBLIC SCHOOL, C B S E ",,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 -10,2383839 ,  ,Not Available
594,593,LP:43301, Govt. L. P. S. Pongumoodu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Kazhakkoottam,Government,  1 - 4,9497016472 ,  ,Location map
595,594,LP:43302, Govt. L. P. S. Oruvathilkotta ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Kazhakkoottam,Government,  1 - 4,04712000000 ,  ,Location map
596,595,LP:43303, Govt.L. P. S .Oolanppara ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 4,9895336329 ,  ,Location map
597,596,LP:43304, Govt.H. S. L. P. S. Peroorkada ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 4,04712430999 ,  ,Location map
598,597,LP:43305, Govt. L. P. S. Pettah ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Kazhakkoottam,Government,  1 - 4,0000000000 ,  ,Location map
599,598,LP:43306, Govt. L. P. S. Fort ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 4,9447013959 ,  ,Location map
600,599,LP:43307, Sanskrit H. S. L. P. S. ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 4,9746937205 ,  ,Location map
601,600,LP:43308, Govt. L. P. S. Vattiyoorkavu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 4,04712365120 ,  ,Location map
602,601,LP:43309, Govt. L. P. S. Manchanppara ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 4,9946722457 ,  ,Location map
603,602,LP:43312, Holy Cross L. P. S. Paruthippara ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Aided,  1 - 4,9895334913 ,  ,Location map
604,603,LP:43313, St. Goretti`s L. P. S. Nalanchira ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Aided,  1 - 4,04712531459 ,  ,Location map
605,604,LP:43314, Jayamatha L. P. S. Pullottukonam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Kazhakkoottam,Aided,  1 - 4,9495627918 ,  ,Location map
606,605,LP:43315, L. F. M. S. C. L. P. S. Vettikonam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Aided,  1 - 4,04712373832 ,  ,Location map
607,606,LP:43316,  St Peter's L. P. S Shangumughom ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Aided,  1 - 4,04712502450 ,  ,Not Available
608,607,LP:43317, St. Joseph`s L. P. S. Palayam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Aided,  1 - 4,04712337374 ,  ,Location map
609,608,LP:43318, Kinder Gaarten L. P. S. Nanthancode ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Aided,  1 - 4,9995829069 ,  ,Location map
610,609,LP:43319, St. Mary`s L. P. S. Vettukadu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Aided,  1 - 4,8547967626 ,  ,Location map
611,610,LP:43320, St. Ann`s L. P. S. Pettah ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Aided,  1 - 4,04712576429 ,  ,Location map
612,611,LP:43321, L. P. S. Vallakadavu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Aided,  1 - 4,04712501525 ,  ,Location map
613,612,LP:43322, Holy Angel`s Convent L. P. S. ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Aided,  1 - 4,04712479766 ,  ,Location map
614,613,HS:43323," Infant Jesus Central School, Pongummoodu ",,Thiruvananthapuram(C),"Thiruvananthapuram
",Kazhakkoottam,Unaided Recognised,  1 -10,04712559923 ,  ,Not Available
615,614,LP:43324, St. Mary`s LPS Pattom ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 4,04712441880 ,  ,Not Available
616,615,UP:43325, St. Shantal L. P. S. Kowdiar ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 7,04712431170 ,  ,Not Available
617,616,LP:43326, Jawahar Nagar L. P. S. Vellayambalam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 4,04712723873 ,  ,Not Available
618,617,LP:43327, Bethlehem L. P. S. Sreekariam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Unaided Recognised,  1 - 5,2598313 ,  ,Not Available
619,618,LP:43328, S. C. P. Home L.P. S. ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 5, ,  ,Not Available
620,619,LP:43329, St. Joseph`s LPS Kochuveli ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Aided,  1 - 5,9847499256 ,  ,Location map
621,620,UP:43330, Govt.U. P. S. Chackai ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,9495303365 ,  ,Location map
622,621,UP:43331, Govt. U. P. S. Ulloor ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Kazhakkoottam,Government,  1 - 7,04712444534 ,  ,Location map
623,622,UP:43332, Govt. U. P. S. Kumarapuram ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 7,04712449658 ,  ,Location map
624,623,UP:43333, Govt. U. P. S. Kudappanakunnu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 7,04712730141 ,  ,Location map
625,624,UP:43334, Govt. U. P. S. Kusavarkal ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 7,7907808108 ,  ,Location map
626,625,UP:43335, S. P. T. P. M. U. P. S. Kuravankonam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 7,8921236925 ,  ,Location map
627,626,UP:43336, Govt. U. P. S. Eanchakkal ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,9633995867 ,  ,Location map
628,627,UP:43337, Govt. U. P. S. Palkulangara ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,2469583 ,  ,Location map
629,628,UP:43338, Govt. U. P. G. S. Fort ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,04712574140 ,  ,Location map
630,629,UP:43339, Gvot. U. P. S. Thampanoor ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,9447101876 ,  ,Location map
631,630,UP:43340, Gvot. U. P. S. Chettikulangara ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Government,  1 - 7,9497640320 ,  ,Location map
632,631,UP:43341, Govt. U. P. S. Kunnukuzhy ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Government,  1 - 7,9746570915 ,  ,Location map
633,632,UP:43342, Govt. U. P. S. Cheruvakkal ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Kazhakkoottam,Government,  1 - 7,04712590735 ,  ,Location map
634,633,UP:43343, Concordia U. P. S. Peroorkada ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Aided,  1 - 7,04712434430 ,  ,Location map
635,634,HS:43344, Infant Jesus U. P. S. Kuravankonam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Unaided Recognised,  1 - 12,04712430477 ,  ,Not Available
636,635,UP:43345, S. R. K. S. T. S. Nettayam ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Unaided Recognised,  1 - 7,9745361871 ,  ,Not Available
637,636,UP:43346, T. E. M. U. P. S. Peroorkada ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Vattiyoorkavu,Aided,  5 -7,9497693070 ,  ,Location map
638,637,UP:43347, V. M. J. U. P. S. Vallakadavu ,,Thiruvananthapuram(C),"Thiruvananthapuram
",Thiruvananthapuram,Aided,  5 -7,9995252815 ,  ,Location map
